precio,cantidad,descuento,total_venta,categoria,metodo_pago,cliente,producto,comentarios,descripcion_producto,fecha
4854.47,6,0.04,8892.58,Electrónica,Tarjeta,"{'nombre': 'Mark Nelson', 'edad': 47, 'ciudad': 'Querétaro'}","{'nombre': 'call', 'marca': 'Garcia Inc', 'stock': 0}",Environmental deep audience usually involve down. Line heavy whatever black me any total.,Total education system agreement weight agreement. Sport really interesting quickly traditional during.,2025-11-01
2485.57,8,0.17,7178.89,Electrónica,PayPal,"{'nombre': 'Amanda Barton', 'edad': 20, 'ciudad': 'Guadalajara'}","{'nombre': 'add', 'marca': 'Russell, Osborne and Dixon', 'stock': 25}",From pay either eight season style chair.,Sell great now discover oil system develop major. Plant field me must but true million. And until within improve available after community.,2025-11-15
2977.49,7,0.22,5281.56,Belleza,PayPal,"{'nombre': 'Christina Lane', 'edad': 34, 'ciudad': 'Puebla'}","{'nombre': 'really', 'marca': 'Mcneil, Brown and Murphy', 'stock': 42}","Structure might coach. Let career say difficult.
Son term watch thank dark wear. Floor dream tell.",Bar wrong purpose those husband sit plan. Discussion second score game.,2025-12-06
2606.9,3,0.18,5995.66,Hogar,PayPal,"{'nombre': 'Dawn Branch', 'edad': 30, 'ciudad': 'Puebla'}","{'nombre': 'make', 'marca': 'Mcgrath, Kelly and Singh', 'stock': 55}",Door budget different local role everybody. Long college thing your soldier newspaper.,Check how ask particular Mrs. Nor state particular at.,2025-05-22
4600.44,1,0.18,143.15,Ropa,Tarjeta,"{'nombre': 'Elizabeth Casey', 'edad': 53, 'ciudad': 'CDMX'}","{'nombre': 'less', 'marca': 'Gilbert Group', 'stock': 82}",Activity to middle story act. Inside star direction plan available available rich goal.,"Agency product ahead drive me. Management different mission world talk interesting.
Also loss enjoy north.",2025-08-01
4935.24,5,0.24,8563.91,Hogar,PayPal,"{'nombre': 'Cassandra Martin', 'edad': 39, 'ciudad': 'Querétaro'}","{'nombre': 'young', 'marca': 'Weaver Group', 'stock': 99}",Audience real five force none set dark. Begin despite hold modern study on.,Remember soon score drug ball training. Safe air alone wait. Account community hope provide arm.,2025-10-10
2018.91,3,0.04,1351.03,Belleza,Efectivo,"{'nombre': 'Nancy Lee', 'edad': 39, 'ciudad': 'CDMX'}","{'nombre': 'fly', 'marca': 'Medina-Stokes', 'stock': 33}",Next statement tell. Have free left scene word old late. Could later within peace us.,Figure shoulder news. Media attention accept into each energy physical follow. Price choose just people natural.,2026-03-17
4232.77,7,0.11,6007.49,Electrónica,Transferencia,"{'nombre': 'Joshua Webb', 'edad': 58, 'ciudad': 'Puebla'}","{'nombre': 'mention', 'marca': 'Powell Ltd', 'stock': 38}",Financial word wrong recognize that occur rate increase. Modern bed source item price degree carry.,"Care art only relationship. Piece coach data recently who.
Design within quickly whole water trial agree. History green car.",2026-03-29
2095.91,9,0.29,5537.34,Electrónica,Transferencia,"{'nombre': 'David Nelson', 'edad': 54, 'ciudad': 'Querétaro'}","{'nombre': 'ok', 'marca': 'Cruz, Jenkins and Martin', 'stock': 6}",Least great prevent employee medical. About option best help still owner. Deep last throw.,Including poor laugh realize third. Child myself treatment get nor say. Project until international learn section guy.,2026-03-06
3759.74,5,0.03,4268.03,Deportes,Transferencia,"{'nombre': 'Nicole Charles', 'edad': 26, 'ciudad': 'CDMX'}","{'nombre': 'social', 'marca': 'Love-Adams', 'stock': 82}",Here agent return society first church break.,Toward model responsibility voice. She though fight make simple but Democrat common. Identify soldier break ago.,2025-07-13
3707.65,6,0.15,7423.64,Hogar,Tarjeta,"{'nombre': 'John Nicholson', 'edad': 45, 'ciudad': 'Monterrey'}","{'nombre': 'rest', 'marca': 'Anderson, Burke and Patterson', 'stock': 55}",Almost interesting international cut book process theory. Relate attack smile friend rule gun act.,She study most rate court here. Performance road best while. Fall add collection year race method rich.,2025-11-15
2122.33,6,0.05,6925.91,Deportes,Transferencia,"{'nombre': 'Stacey Lang', 'edad': 46, 'ciudad': 'Guadalajara'}","{'nombre': 'notice', 'marca': 'Clark-Jackson', 'stock': 57}",Pm model experience after least author movement. Financial human at apply science.,"Loss around age pressure important. Year human environment soon politics ready nice.
Environment place western small road call.",2025-04-04
142.32,8,0.11,1454.48,Belleza,Efectivo,"{'nombre': 'Patrick Rodriguez', 'edad': 58, 'ciudad': 'Guadalajara'}","{'nombre': 'produce', 'marca': 'Pitts and Sons', 'stock': 21}",Material quality live sit include enter increase positive. Major whose despite together.,Statement oil smile partner inside inside. Situation south race clearly resource result pay.,2026-01-26
945.45,8,0.22,5733.59,Electrónica,Transferencia,"{'nombre': 'Maria Lee', 'edad': 56, 'ciudad': 'Guadalajara'}","{'nombre': 'article', 'marca': 'Washington Group', 'stock': 65}",Pull art conference upon.,"Tell step those idea truth reach song.
Dream by travel always thus degree. Improve enough deep item item pay. Baby certain opportunity trip.",2025-12-12
4043.59,8,0.04,1491.44,Electrónica,Tarjeta,"{'nombre': 'April Rosario', 'edad': 58, 'ciudad': 'Puebla'}","{'nombre': 'century', 'marca': 'Torres Group', 'stock': 62}",Executive person just stand. Provide medical usually continue money.,"Morning growth down mouth have everything. Establish sell idea natural.
Now fall safe protect reduce.",2025-06-09
314.24,8,0.01,5376.89,Electrónica,Tarjeta,"{'nombre': 'Courtney Reeves', 'edad': 54, 'ciudad': 'Puebla'}","{'nombre': 'Mrs', 'marca': 'Fritz and Sons', 'stock': 74}",In analysis claim.,Personal get interview. Office Democrat court edge billion visit.,2026-01-27
469.92,5,0.03,8374.15,Belleza,PayPal,"{'nombre': 'John Butler', 'edad': 53, 'ciudad': 'CDMX'}","{'nombre': 'doctor', 'marca': 'Acosta Inc', 'stock': 39}",Every face collection clearly. Rather modern theory compare garden decision town.,"Pay film until actually beyond lose officer. Able head couple against long single hope.
Quality rule seek politics. Enter individual on fact.",2025-10-29
2619.44,5,0.11,9173.43,Belleza,Transferencia,"{'nombre': 'Antonio Greene', 'edad': 37, 'ciudad': 'Querétaro'}","{'nombre': 'behavior', 'marca': 'Baker Group', 'stock': 46}",White season product although. Town fact threat involve.,Put standard receive event discussion military check look. Officer half single by first. Tree student successful green series dinner affect indeed.,2026-02-26
4092.31,9,0.18,7741.39,Deportes,PayPal,"{'nombre': 'Janice Green', 'edad': 29, 'ciudad': 'Querétaro'}","{'nombre': 'for', 'marca': 'Boyd and Sons', 'stock': 55}",Factor ten significant still about suggest. Big answer yard might detail reach collection.,Professor sign as most. Home sense provide dark behavior question yard.,2025-12-31
2065.56,5,0.15,3015.72,Deportes,Transferencia,"{'nombre': 'Audrey Gutierrez', 'edad': 59, 'ciudad': 'Puebla'}","{'nombre': 'future', 'marca': 'Fox Inc', 'stock': 87}",Light surface consumer. Treat chair teacher.,"World product similar generation.
Night large bed live never yourself sea. Floor area attention leave lay around agree.",2026-02-24
2816.5,1,0.2,6067.29,Deportes,Tarjeta,"{'nombre': 'Lauren Richard', 'edad': 31, 'ciudad': 'Querétaro'}","{'nombre': 'name', 'marca': 'Pennington LLC', 'stock': 97}",Wife every off whose. Particular event seem want structure.,Else bring necessary guess customer. Director term education everybody however. Itself boy father include.,2026-02-03
3479.75,5,0.12,236.82,Electrónica,Transferencia,"{'nombre': 'Kristine Haley', 'edad': 20, 'ciudad': 'Puebla'}","{'nombre': 'along', 'marca': 'Brewer Group', 'stock': 1}","Begin TV financial positive personal.
West read daughter. Fund pay ready power cost.",Goal agent ready top special. Author issue country care.,2025-09-30
4600.25,9,0.22,1792.1,Electrónica,Efectivo,"{'nombre': 'Joshua Ingram', 'edad': 30, 'ciudad': 'Monterrey'}","{'nombre': 'dinner', 'marca': 'Reyes-Flores', 'stock': 42}",Season huge away however stand process national. Itself age school though. Eye look a add friend.,"Ok music investment let total follow. Ahead better thousand national. Whole Republican with they.
Ready nothing still never. Issue stuff heavy then.",2025-05-30
464.13,5,0.02,6058.3,Electrónica,Tarjeta,"{'nombre': 'Catherine Walton', 'edad': 34, 'ciudad': 'Querétaro'}","{'nombre': 'notice', 'marca': 'Daniel-Smith', 'stock': 77}",Perhaps big performance manage statement certain her everything. Human identify skill never.,Try leg bar seat this. Bag safe current performance member movement.,2026-02-21
3846.88,3,0.22,1315.21,Belleza,Efectivo,"{'nombre': 'Jonathan Jones', 'edad': 48, 'ciudad': 'Monterrey'}","{'nombre': 'be', 'marca': 'Aguilar Group', 'stock': 82}",Attack call town. Provide sport staff lose. Sit reveal amount inside serve concern consumer change.,Will wrong concern computer expert other degree. Line finish building Republican amount hit job from.,2025-04-11
1579.05,3,0.15,9742.95,Deportes,Tarjeta,"{'nombre': 'Chris Cummings', 'edad': 58, 'ciudad': 'Querétaro'}","{'nombre': 'interest', 'marca': 'Odonnell-Johnson', 'stock': 74}",Affect rock American foot lose. Step hear such. Weight game forget finish red agreement gas.,Build happy authority event collection live. New apply staff body. Itself strong animal rule.,2025-12-09
3362.95,3,0.28,7819.46,Belleza,PayPal,"{'nombre': 'Steven Neal', 'edad': 32, 'ciudad': 'Guadalajara'}","{'nombre': 'door', 'marca': 'Mejia, Michael and Miller', 'stock': 75}",Fast cup some foreign indicate stand everything until. Great attorney read rock always mean.,Million city treat somebody. Kitchen serve I main value describe. Decade responsibility method identify rich human less.,2025-10-16
636.74,2,0.12,9314.5,Belleza,PayPal,"{'nombre': 'Elizabeth Thomas', 'edad': 51, 'ciudad': 'Monterrey'}","{'nombre': 'appear', 'marca': 'Miller and Sons', 'stock': 61}",Factor smile worry know be. Forward clearly middle medical you few.,Six culture relate family medical. Change especially local defense.,2025-07-22
3921.76,6,0.13,5860.35,Ropa,PayPal,"{'nombre': 'Brandon Adams', 'edad': 27, 'ciudad': 'Puebla'}","{'nombre': 'response', 'marca': 'Anderson, Thomas and Archer', 'stock': 12}","Fill into fill gas often about store.
Million easy realize close important beautiful experience.",Eye little would land key education rule physical. Rich stuff risk owner ball half. Myself beyond without plant lay join light.,2025-12-20
4203.46,5,0.28,2703.85,Belleza,Efectivo,"{'nombre': 'Beverly Walker', 'edad': 50, 'ciudad': 'Guadalajara'}","{'nombre': 'red', 'marca': 'Green Ltd', 'stock': 90}",Think effort offer easy while beyond face. Suffer finish brother of.,Walk bring hundred tonight inside party eat notice. Important reach place sure kind nation.,2025-09-24
352.68,1,0.07,6843.47,Hogar,PayPal,"{'nombre': 'Christina Frazier', 'edad': 19, 'ciudad': 'Guadalajara'}","{'nombre': 'budget', 'marca': 'Pope and Sons', 'stock': 27}",Design certain him health. Campaign already charge single short president.,"Boy start much partner economic quality beyond.
According next son price together stay.
Edge population interesting along center surface.",2026-03-09
299.8,7,0.07,9819.48,Ropa,Tarjeta,"{'nombre': 'Cassandra Lester', 'edad': 25, 'ciudad': 'Querétaro'}","{'nombre': 'property', 'marca': 'Roberts Ltd', 'stock': 89}",Or feel inside box ball hope common speech.,Officer suggest order begin dinner section. Daughter soon while seek behavior.,2025-05-24
547.03,7,0.0,3669.66,Electrónica,Tarjeta,"{'nombre': 'Travis Blake', 'edad': 55, 'ciudad': 'CDMX'}","{'nombre': 'wide', 'marca': 'Harrington, Delgado and Molina', 'stock': 48}",During realize provide computer finish in himself. It year information for right school position.,Image around yes perform. Require argue vote small. Important few keep shoulder consider as.,2025-06-05
3909.52,4,0.02,7645.56,Electrónica,Tarjeta,"{'nombre': 'Mary Cole', 'edad': 55, 'ciudad': 'CDMX'}","{'nombre': 'around', 'marca': 'Lindsey, Dixon and Foster', 'stock': 92}",Night unit new. Reason ability writer age sell. Write start than movement level trip.,Carry act particular lawyer. Animal card case challenge agent. Other say cultural right.,2025-08-21
1910.97,8,0.02,576.89,Hogar,Tarjeta,"{'nombre': 'Elaine Gonzales', 'edad': 54, 'ciudad': 'Monterrey'}","{'nombre': 'threat', 'marca': 'Boyer-Smith', 'stock': 89}",Occur standard industry environmental senior rise. Yes gun whatever behind health piece from.,Test to public simple bag. Page suggest discuss record. Every board one everyone phone.,2026-01-01
3977.55,8,0.08,961.22,Belleza,Tarjeta,"{'nombre': 'Ana Berger', 'edad': 30, 'ciudad': 'Puebla'}","{'nombre': 'performance', 'marca': 'Gardner-Robinson', 'stock': 13}",At go cost reflect. Television material sort fill party wife. Audience create wide pay response.,Participant although write interest foreign magazine. Prevent he social fine apply dream.,2026-03-28
3733.1,1,0.05,802.55,Ropa,Transferencia,"{'nombre': 'Amanda Cross', 'edad': 54, 'ciudad': 'CDMX'}","{'nombre': 'item', 'marca': 'Mckinney, Francis and Valdez', 'stock': 29}",Help perhaps wide. Full deal address word. Account attorney agree mother.,Bar performance operation score again past. Floor unit young story.,2026-01-01
1778.44,6,0.17,9959.5,Hogar,Efectivo,"{'nombre': 'James Morrison', 'edad': 18, 'ciudad': 'Querétaro'}","{'nombre': 'campaign', 'marca': 'Smith, Li and Schwartz', 'stock': 77}",Song within actually piece behind vote everything ability. Full sea theory may theory option.,Unit dog next accept management house assume everybody. Religious wide various. Beyond two certainly generation base from.,2026-02-11
4246.47,4,0.14,4042.8,Belleza,Tarjeta,"{'nombre': 'Danielle Hawkins', 'edad': 30, 'ciudad': 'CDMX'}","{'nombre': 'garden', 'marca': 'Douglas Ltd', 'stock': 65}",History special image cup statement light. Affect discuss hear. Once trip moment who miss right.,Foot customer include audience board thing recently professor. These light trouble economy pick indicate. System occur each must month.,2025-07-12
2592.99,5,0.04,4301.56,Ropa,Tarjeta,"{'nombre': 'James Smith', 'edad': 36, 'ciudad': 'CDMX'}","{'nombre': 'receive', 'marca': 'Powell-Yang', 'stock': 97}",Ever myself room plant method significant another. Yet truth four of around.,Person hundred dream them PM room. School either subject federal free century. Line guess effect study people pull.,2025-11-24
1928.79,6,0.02,7907.1,Hogar,Efectivo,"{'nombre': 'Christopher Torres', 'edad': 29, 'ciudad': 'Querétaro'}","{'nombre': 'add', 'marca': 'Davis-Ashley', 'stock': 23}",Thing try station technology live painting option. Long nor like former might.,Practice minute themselves beyond deep decide push. Pick maybe budget process boy. Forward draw bill despite hold employee city.,2025-05-03
3698.44,1,0.09,7205.77,Ropa,Tarjeta,"{'nombre': 'Kevin Ross', 'edad': 39, 'ciudad': 'CDMX'}","{'nombre': 'can', 'marca': 'Werner, Rose and Howell', 'stock': 3}",Thank her allow when model middle. Television group best beat enjoy.,Reality recently key difficult PM speech plan. Product bill computer bit very lawyer clearly.,2025-11-25
185.14,3,0.13,6459.23,Belleza,PayPal,"{'nombre': 'Eric Ellison', 'edad': 20, 'ciudad': 'Querétaro'}","{'nombre': 'safe', 'marca': 'Smith, Curtis and Reid', 'stock': 64}",Discover actually fine investment. Whatever where season them decide yet detail. Find role place.,Would share late light room moment. Herself someone loss nearly way. Help something increase into perhaps wait stop.,2026-01-10
